location,year,sex,age_start,age_end,bbbm_test_count,bbbm_positive_test_count,treatment_initiation_count
Germany,2036,Male,60.0,65.0,281656.9239885876,28165.692398858762,19715.984679201134
Germany,2036,Male,65.0,70.0,375166.4739421733,37516.64739421733,26261.65317595213
Germany,2036,Male,70.0,75.0,396059.3903864492,39605.93903864492,27724.157327051442
Germany,2036,Male,75.0,80.0,322669.8262298469,32266.982622984695,22586.887836089285
Germany,2037,Female,60.0,65.0,308470.31705519254,30847.031705519254,21592.922193863476
Germany,2037,Female,65.0,70.0,260859.6745376698,26085.96745376698,18260.177217636887
Germany,2037,Female,70.0,75.0,215988.56703743123,21598.856703743124,15119.199692620186
Germany,2037,Female,75.0,80.0,172110.61920229346,17211.061920229346,12047.743344160543
Germany,2037,Male,60.0,65.0,299668.12685724394,29966.8126857244,20976.76888000708
Germany,2037,Male,65.0,70.0,254543.49625013818,25454.34962501382,17818.044737509674
Germany,2037,Male,70.0,75.0,208047.70062145242,20804.770062145246,14563.33904350167
Germany,2037,Male,75.0,80.0,162810.47511622353,16281.047511622355,11396.733258135648
Germany,2038,Female,60.0,65.0,331018.98062456306,33101.898062456305,23171.32864371941
Germany,2038,Female,65.0,70.0,261325.8251908777,26132.58251908777,18292.807763361438
Germany,2038,Female,70.0,75.0,217889.826506905,21788.9826506905,15252.287855483348
Germany,2038,Female,75.0,80.0,173747.3073135686,17374.730731356864,12162.311511949803
Germany,2038,Male,60.0,65.0,321229.18782497407,32122.918782497407,22486.043147748183
Germany,2038,Male,65.0,70.0,254709.23136480866,25470.92313648087,17829.646195536607
Germany,2038,Male,70.0,75.0,210406.33549415786,21040.633549415787,14728.443484591047
Germany,2038,Male,75.0,80.0,165115.1808239505,16511.51808239505,11558.062657676535
Germany,2039,Female,60.0,65.0,375926.4824809636,37592.64824809636,26314.85377366745
Germany,2039,Female,65.0,70.0,355174.56582804176,35517.45658280418,24862.219607962925
Germany,2039,Female,70.0,75.0,507008.8327386877,50700.88327386878,35490.61829170814
Germany,2039,Female,75.0,80.0,429694.6292299653,42969.462922996536,30078.62404609757
Germany,2039,Male,60.0,65.0,364826.3930582873,36482.639305828736,25537.847514080117
Germany,2039,Male,65.0,70.0,346149.4989368669,34614.94989368669,24230.46492558068
Germany,2039,Male,70.0,75.0,493340.37142283696,49334.0371422837,34533.825999598586
Germany,2039,Male,75.0,80.0,410215.2841808029,41021.528418080285,28715.0698926562
Germany,2040,Female,60.0,65.0,416592.5934364896,41659.25934364897,29161.481540554276
Germany,2040,Female,65.0,70.0,356462.48689251544,35646.248689251544,24952.37408247608
Germany,2040,Female,70.0,75.0,315711.3905644485,31571.139056444852,22099.797339511395
Germany,2040,Female,75.0,80.0,269666.183566473,26966.618356647305,18876.632849653113
Germany,2040,Male,60.0,65.0,404719.4910557872,40471.94910557872,28330.3643739051
Germany,2040,Male,65.0,70.0,346788.8673476879,34678.88673476879,24275.220714338153
Germany,2040,Male,70.0,75.0,306287.243147122,30628.724314712203,21440.10702029854
Germany,2040,Male,75.0,80.0,258746.12424968294,25874.612424968298,18112.228697477807
Germany,2041,Female,60.0,65.0,460559.2679836195,46055.92679836194,32239.148758853356
Germany,2041,Female,65.0,70.0,356677.7703780437,35667.77703780437,24967.443926463056
Germany,2041,Female,70.0,75.0,310197.3044774785,31019.730447747854,21713.811313423495
Germany,2041,Female,75.0,80.0,276912.8981455972,27691.28981455972,19383.902870191803
Germany,2041,Male,60.0,65.0,448303.474729463,44830.3474729463,31381.243231062406
Germany,2041,Male,65.0,70.0,346385.827111253,34638.5827111253,24247.00789778771
Germany,2041,Male,70.0,75.0,301150.10425426357,30115.010425426357,21080.50729779845
Germany,2041,Male,75.0,80.0,266989.88524354645,26698.98852435465,18689.29196704825
Germany,2042,Female,60.0,65.0,506247.84659893066,50624.78465989306,35437.34926192515
Germany,2042,Female,65.0,70.0,391044.0901557895,39104.40901557895,27373.086310905263
Germany,2042,Female,70.0,75.0,475912.0672388569,47591.20672388569,33313.84470671998
Germany,2042,Female,75.0,80.0,535768.884331549,53576.888433154905,37503.82190320843
Germany,2042,Male,60.0,65.0,494188.1182295708,49418.81182295708,34593.168276069955
Germany,2042,Male,65.0,70.0,379253.5254879573,37925.35254879574,26547.746784157014
Germany,2042,Male,70.0,75.0,463889.3913626133,46388.93913626133,32472.25739538293
Germany,2042,Male,75.0,80.0,519209.50614271197,51920.9506142712,36344.66542998984
Germany,2043,Female,60.0,65.0,553091.5942962293,55309.159429622945,38716.41160073606
Germany,2043,Female,65.0,70.0,403239.2351808364,40323.92351808365,28226.746462658553
Germany,2043,Female,70.0,75.0,403165.84642430133,40316.584642430134,28221.609249701094
Germany,2043,Female,75.0,80.0,374518.47314961633,37451.84731496163,26216.293120473143
Germany,2043,Male,60.0,65.0,541960.8144500339,54196.081445003394,37937.25701150237
Germany,2043,Male,65.0,70.0,390734.0048618575,39073.40048618575,27351.380340330023
Germany,2043,Male,70.0,75.0,392321.8614637149,39232.186146371496,27462.530302460043
Germany,2043,Male,75.0,80.0,363647.18902158027,36364.718902158034,25455.303231510617
Germany,2044,Female,60.0,65.0,599488.3280993332,59948.83280993333,41964.182966953325
Germany,2044,Female,65.0,70.0,421288.75606462895,42128.87560646289,29490.212924524025
Germany,2044,Female,70.0,75.0,394832.9370297188,39483.29370297188,27638.305592080316
Germany,2044,Female,75.0,80.0,375121.5017980023,37512.15017980023,26258.50512586016
Germany,2044,Male,60.0,65.0,590130.9742438993,59013.097424389925,41309.16819707295
Germany,2044,Male,65.0,70.0,408195.5204704033,40819.552047040335,28573.686432928233
Germany,2044,Male,70.0,75.0,384046.0313974959,38404.60313974959,26883.22219782471
Germany,2044,Male,75.0,80.0,365316.99877088564,36531.69987708856,25572.189913961993
Germany,2045,Female,60.0,65.0,645031.0469760858,64503.10469760858,45152.17328832601
Germany,2045,Female,65.0,70.0,452768.1403400049,45276.81403400049,31693.769823800343
Germany,2045,Female,70.0,75.0,423369.0506230487,42336.905062304875,29635.833543613408
Germany,2045,Female,75.0,80.0,605913.594188985,60591.3594188985,42413.95159322895
Germany,2045,Male,60.0,65.0,638356.2743703002,63835.62743703002,44684.939205921015
Germany,2045,Male,65.0,70.0,439087.0929536643,43908.70929536644,30736.096506756505
Germany,2045,Male,70.0,75.0,411515.9353473565,41151.59353473565,28806.115474314956
Germany,2045,Male,75.0,80.0,592424.1670261931,59242.41670261931,41469.69169183352
Germany,2046,Female,60.0,65.0,586324.4802065918,58632.44802065918,41042.71361446143
Germany,2046,Female,65.0,70.0,395316.0387748682,39531.60387748682,27672.122714240773
Germany,2046,Female,70.0,75.0,318986.15672287095,31898.615672287095,22329.030970600965
Germany,2046,Female,75.0,80.0,385802.1606730281,38580.21606730281,27006.151247111964
Germany,2046,Male,60.0,65.0,584021.3634622027,58402.13634622027,40881.49544235419
Germany,2046,Male,65.0,70.0,384041.2011855097,38404.12011855097,26882.884082985678
Germany,2046,Male,70.0,75.0,309237.55541981454,30923.755541981453,21646.628879387015
Germany,2046,Male,75.0,80.0,375686.5169223987,37568.65169223987,26298.056184567908
Germany,2047,Female,60.0,65.0,611190.1031951967,61119.01031951967,42783.30722366377
Germany,2047,Female,65.0,70.0,432600.4784853676,43260.047848536764,30282.03349397573
Germany,2047,Female,70.0,75.0,312324.61280312226,31232.46128031223,21862.722896218558
Germany,2047,Female,75.0,80.0,382584.4448962115,38258.44448962115,26780.911142734803
Germany,2047,Male,60.0,65.0,612512.8425414151,61251.284254141516,42875.89897789906
Germany,2047,Male,65.0,70.0,421208.13005568867,42120.81300556887,29484.569103898204
Germany,2047,Male,70.0,75.0,302423.56000229786,30242.35600022979,21169.64920016085
Germany,2047,Male,75.0,80.0,372774.16704358306,37277.41670435831,26094.191693050816
Germany,2048,Female,60.0,65.0,637324.953066465,63732.49530664651,44612.746714652545
Germany,2048,Female,65.0,70.0,470713.46477171255,47071.34647717126,32949.94253401988
Germany,2048,Female,70.0,75.0,329540.3119398595,32954.031193985946,23067.82183579016
Germany,2048,Female,75.0,80.0,480937.81091225,48093.781091225006,33665.6467638575
Germany,2048,Male,60.0,65.0,642943.5297403566,64294.35297403566,45006.04708182496
Germany,2048,Male,65.0,70.0,459757.728389058,45975.772838905796,32183.040987234057
Germany,2048,Male,70.0,75.0,319025.0365750827,31902.50365750827,22331.752560255787
Germany,2048,Male,75.0,80.0,469333.7517399081,46933.37517399082,32853.36262179357
Germany,2049,Female,60.0,65.0,625277.2344377118,62527.72344377119,43769.40641063983
Germany,2049,Female,65.0,70.0,418022.8647105682,41802.286471056825,29261.60052973977
Germany,2049,Female,70.0,75.0,257934.7082896774,25793.47082896774,18055.429580277418
Germany,2049,Female,75.0,80.0,361728.9706680624,36172.89706680624,25321.02794676437
Germany,2049,Male,60.0,65.0,635552.1683144663,63555.216831446625,44488.65178201263
Germany,2049,Male,65.0,70.0,409910.4679810924,40991.046798109244,28693.73275867647
Germany,2049,Male,70.0,75.0,249712.8663539822,24971.286635398224,17479.900644778754
Germany,2049,Male,75.0,80.0,351845.4987708737,35184.54987708737,24629.18491396116
Germany,2050,Female,60.0,65.0,631568.899504592,63156.8899504592,44209.82296532144
Germany,2050,Female,65.0,70.0,454892.0152525984,45489.201525259836,31842.441067681888
Germany,2050,Female,70.0,75.0,272221.2171220565,27222.121712205648,19055.485198543956
Germany,2050,Female,75.0,80.0,357594.668561072,35759.4668561072,25031.626799275036
Germany,2050,Male,60.0,65.0,646462.2770233353,64646.227702333534,45252.35939163347
Germany,2050,Male,65.0,70.0,448163.33766579407,44816.33376657941,31371.433636605583
Germany,2050,Male,70.0,75.0,263804.33628035756,26380.43362803576,18466.30353962503
Germany,2050,Male,75.0,80.0,347435.3317590984,34743.53317590984,24320.473223136887
Germany,2051,Female,60.0,65.0,635872.9494720001,63587.29494720002,44511.10646304001
Germany,2051,Female,65.0,70.0,491251.8872961482,49125.18872961483,34387.63211073038
Germany,2051,Female,70.0,75.0,289820.62109757896,28982.0621097579,20287.44347683053
Germany,2051,Female,75.0,80.0,384056.0448243812,38405.604482438124,26883.923137706683
Germany,2051,Male,60.0,65.0,653060.8291799494,65306.08291799494,45714.258042596455
Germany,2051,Male,65.0,70.0,486606.7670285766,48660.676702857665,34062.47369200036
Germany,2051,Male,70.0,75.0,281355.59108449914,28135.559108449914,19694.891375914936
Germany,2051,Male,75.0,80.0,372805.19430401345,37280.51943040135,26096.363601280944
Germany,2052,Female,60.0,65.0,639891.38938025,63989.138938025004,44792.3972566175
Germany,2052,Female,65.0,70.0,459844.6021034835,45984.460210348356,32189.122147243845
Germany,2052,Female,70.0,75.0,230571.0903582956,23057.109035829562,16139.976325080692
Germany,2052,Female,75.0,80.0,314461.48845461773,31446.148845461776,22012.30419182324
Germany,2052,Male,60.0,65.0,659474.2253914877,65947.42253914877,46163.19577740414
Germany,2052,Male,65.0,70.0,458274.8735216933,45827.48735216934,32079.24114651853
Germany,2052,Male,70.0,75.0,224374.18536000032,22437.418536000037,15706.192975200025
Germany,2052,Male,75.0,80.0,304752.75615397596,30475.2756153976,21332.692930778318
Germany,2053,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2053,Female,65.0,70.0,479855.5419742855,47985.554197428544,33589.88793819999
Germany,2053,Female,70.0,75.0,248070.72447816096,24807.072447816096,17364.950713471266
Germany,2053,Female,75.0,80.0,324426.06049254735,32442.606049254733,22709.82423447831
Germany,2053,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2053,Male,65.0,70.0,481144.6263258365,48114.46263258365,33680.12384280855
Germany,2053,Male,70.0,75.0,242161.252686443,24216.125268644304,16951.287688051012
Germany,2053,Male,75.0,80.0,314268.88340922626,31426.888340922626,21998.821838645836
Germany,2054,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2054,Female,65.0,70.0,500905.3636420897,50090.53636420898,35063.375454946276
Germany,2054,Female,70.0,75.0,264740.3264873702,26474.03264873702,18531.822854115915
Germany,2054,Female,75.0,80.0,349806.29610655876,34980.62961065588,24486.440727459114
Germany,2054,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2054,Male,65.0,70.0,505583.06469856796,50558.3064698568,35390.814528899755
Germany,2054,Male,70.0,75.0,259513.30941929782,25951.33094192978,18165.931659350845
Germany,2054,Male,75.0,80.0,339041.9160594333,33904.19160594333,23732.934124160332
Germany,2055,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2055,Female,65.0,70.0,506474.5598945466,50647.455989454655,35453.21919261826
Germany,2055,Female,70.0,75.0,205882.98109095852,20588.298109095853,14411.808676367096
Germany,2055,Female,75.0,80.0,307888.3963360528,30788.839633605283,21552.187743523697
Germany,2055,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2055,Male,65.0,70.0,514797.2563347177,51479.72563347177,36035.807943430234
Germany,2055,Male,70.0,75.0,202799.6487985427,20279.964879854273,14195.97541589799
Germany,2055,Male,75.0,80.0,298881.4598436959,29888.145984369592,20921.702189058713
Germany,2056,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2056,Female,65.0,70.0,511570.8085987195,51157.08085987195,35809.956601910366
Germany,2056,Female,70.0,75.0,221374.29733803315,22137.429733803318,15496.20081366232
Germany,2056,Female,75.0,80.0,334813.37259398954,33481.337259398955,23436.936081579268
Germany,2056,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2056,Male,65.0,70.0,523634.44438890164,52363.44443889017,36654.41110722312
Germany,2056,Male,70.0,75.0,219347.9300615763,21934.79300615763,15354.355104310342
Germany,2056,Male,75.0,80.0,325688.6587347792,32568.86587347792,22798.20611143454
Germany,2057,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2057,Female,65.0,70.0,515057.08907232014,51505.708907232016,36053.99623506241
Germany,2057,Female,70.0,75.0,237060.06538986234,23706.006538986236,16594.204577290366
Germany,2057,Female,75.0,80.0,362941.72415417014,36294.172415417015,25405.920690791907
Germany,2057,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2057,Male,65.0,70.0,528979.271635759,52897.92716357591,37028.549014503136
Germany,2057,Male,70.0,75.0,236378.82913657677,23637.882913657675,16546.51803956037
Germany,2057,Male,75.0,80.0,354089.89386778336,35408.98938677834,24786.29257074483
Germany,2058,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2058,Female,65.0,70.0,518312.0253980025,51831.20253980026,36281.84177786017
Germany,2058,Female,70.0,75.0,211410.10173577408,21141.010173577408,14798.707121504185
Germany,2058,Female,75.0,80.0,326595.05551598046,32659.50555159805,22861.653886118635
Germany,2058,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2058,Male,65.0,70.0,534174.1225671051,53417.41225671051,37392.18857969735
Germany,2058,Male,70.0,75.0,212381.05402087636,21238.105402087636,14866.673781461344
Germany,2058,Male,75.0,80.0,320022.4413246005,32002.24413246005,22401.570892722033
Germany,2059,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2059,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2059,Female,70.0,75.0,213908.20683303132,21390.820683303133,14973.574478312192
Germany,2059,Female,75.0,80.0,353991.8628593753,35399.186285937525,24779.43040015627
Germany,2059,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2059,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2059,Male,70.0,75.0,216357.1186519495,21635.711865194953,15144.998305636465
Germany,2059,Male,75.0,80.0,348466.43898128,34846.64389812801,24392.6507286896
Germany,2060,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2060,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2060,Female,70.0,75.0,217045.8592592719,21704.585925927193,15193.210148149034
Germany,2060,Female,75.0,80.0,380884.3829289089,38088.43829289089,26661.906805023624
Germany,2060,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2060,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2060,Male,70.0,75.0,221167.46317412116,22116.74631741212,15481.722422188483
Germany,2060,Male,75.0,80.0,376942.9964529186,37694.29964529186,26386.0097517043
Germany,2061,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2061,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2061,Female,70.0,75.0,219975.30195238604,21997.530195238607,15398.271136667025
Germany,2061,Female,75.0,80.0,346218.7423171904,34621.87423171904,24235.311962203326
Germany,2061,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2061,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2061,Male,70.0,75.0,225842.82901233257,22584.28290123326,15808.99803086328
Germany,2061,Male,75.0,80.0,344858.7749107961,34485.877491079606,24140.114243755725
Germany,2062,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2062,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2062,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2062,Female,75.0,80.0,360901.64403573173,36090.16440357317,25263.115082501223
Germany,2062,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2062,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2062,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2062,Male,75.0,80.0,361682.70839228015,36168.27083922802,25317.789587459614
Germany,2063,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2063,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2063,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2063,Female,75.0,80.0,376334.011536217,37633.4011536217,26343.38080753519
Germany,2063,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2063,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2063,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2063,Male,75.0,80.0,379651.72487638314,37965.172487638316,26575.620741346822
Germany,2064,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2064,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2064,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2064,Female,75.0,80.0,369219.95416312444,36921.99541631245,25845.396791418716
Germany,2064,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2064,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2064,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2064,Male,75.0,80.0,375287.19986800913,37528.71998680092,26270.10399076064
Germany,2065,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2065,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2065,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2065,Female,75.0,80.0,372935.1194684665,37293.51194684665,26105.458362792655
Germany,2065,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2065,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2065,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2065,Male,75.0,80.0,381729.50995950925,38172.95099595093,26721.06569716565
Germany,2066,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2066,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2066,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2066,Female,75.0,80.0,375476.6179337214,37547.66179337214,26283.363255360495
Germany,2066,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2066,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2066,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2066,Male,75.0,80.0,385625.88902246836,38562.58890224683,26993.81223157278
Germany,2067,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2067,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2067,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2067,Female,75.0,80.0,377849.4665151438,37784.94665151439,26449.462656060066
Germany,2067,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2067,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2067,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2067,Male,75.0,80.0,389412.93535141955,38941.29353514196,27258.90547459937
Germany,2068,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2068,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2068,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2068,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2068,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2068,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2068,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2068,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2069,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2069,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2069,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2069,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2069,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2069,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2069,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2069,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2070,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2070,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2070,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2070,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2070,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2070,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2070,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2070,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2071,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2071,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2071,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2071,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2071,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2071,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2071,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2071,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2072,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2072,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2072,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2072,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2072,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2072,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2072,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2072,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2073,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2073,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2073,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2073,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2073,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2073,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2073,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2073,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2074,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2074,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2074,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2074,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2074,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2074,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2074,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2074,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2075,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2075,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2075,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2075,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2075,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2075,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2075,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2075,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2076,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2076,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2076,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2076,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2076,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2076,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2076,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2076,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2077,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
Germany,2077,Female,65.0,70.0,520400.5441345009,52040.054413450096,36428.03808941506
Germany,2077,Female,70.0,75.0,221854.96881523458,22185.49688152346,15529.847817066422
Germany,2077,Female,75.0,80.0,379371.99667405116,37937.19966740512,26556.039767183578
Germany,2077,Male,60.0,65.0,664384.601462713,66438.46014627129,46506.9221023899
Germany,2077,Male,65.0,70.0,538151.5271847975,53815.15271847976,37670.606902935826
Germany,2077,Male,70.0,75.0,229422.49316825578,22942.24931682558,16059.574521777904
Germany,2077,Male,75.0,80.0,392312.46331771737,39231.246331771734,27461.872432240212
Germany,2078,Female,60.0,65.0,642469.807573458,64246.980757345795,44972.88653014205
