location,year,sex,age_start,age_end,bbbm_test_count,bbbm_positive_test_count,treatment_initiation_count
Taiwan (Province of China),2055,Female,65.0,70.0,152304.78014404577,15230.47801440458,10661.334610083206
Taiwan (Province of China),2055,Female,70.0,75.0,74908.2452141978,7490.8245214197805,5243.577164993846
Taiwan (Province of China),2055,Female,75.0,80.0,117873.194208745,11787.3194208745,8251.12359461215
Taiwan (Province of China),2055,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2055,Male,65.0,70.0,141785.59205722174,14178.559205722177,9924.991444005522
Taiwan (Province of China),2055,Male,70.0,75.0,67384.13202307092,6738.413202307093,4716.889241614965
Taiwan (Province of China),2055,Male,75.0,80.0,105080.20460940766,10508.020460940766,7355.614322658537
Taiwan (Province of China),2056,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2056,Female,65.0,70.0,148306.01659148757,14830.601659148757,10381.421161404129
Taiwan (Province of China),2056,Female,70.0,75.0,77575.9188803013,7757.59188803013,5430.314321621091
Taiwan (Province of China),2056,Female,75.0,80.0,128469.3010090877,12846.930100908772,8992.85107063614
Taiwan (Province of China),2056,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2056,Male,65.0,70.0,139691.39650473878,13969.139650473879,9778.397755331715
Taiwan (Province of China),2056,Male,70.0,75.0,69997.27922134715,6999.727922134715,4899.8095454942995
Taiwan (Province of China),2056,Male,75.0,80.0,114675.8961452288,11467.58961452288,8027.312730166015
Taiwan (Province of China),2057,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2057,Female,65.0,70.0,146105.20711332303,14610.520711332301,10227.36449793261
Taiwan (Province of China),2057,Female,70.0,75.0,79751.48565735067,7975.148565735068,5582.603996014547
Taiwan (Province of China),2057,Female,75.0,80.0,138259.32449023856,13825.932449023858,9678.1527143167
Taiwan (Province of China),2057,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2057,Male,65.0,70.0,138520.8420562807,13852.084205628073,9696.458943939651
Taiwan (Province of China),2057,Male,70.0,75.0,72286.17977623042,7228.617977623043,5060.032584336129
Taiwan (Province of China),2057,Male,75.0,80.0,123619.84263021938,12361.98426302194,8653.388984115356
Taiwan (Province of China),2058,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2058,Female,65.0,70.0,144030.1061906197,14403.010619061972,10082.107433343379
Taiwan (Province of China),2058,Female,70.0,75.0,67946.30104880048,6794.630104880049,4756.241073416034
Taiwan (Province of China),2058,Female,75.0,80.0,121955.55123375254,12195.555123375252,8536.888586362677
Taiwan (Province of China),2058,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2058,Male,65.0,70.0,137505.32490246114,13750.532490246118,9625.37274317228
Taiwan (Province of China),2058,Male,70.0,75.0,62066.646449115375,6206.664644911538,4344.665251438076
Taiwan (Province of China),2058,Male,75.0,80.0,109392.2270103016,10939.222701030161,7657.455890721112
Taiwan (Province of China),2059,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2059,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2059,Female,70.0,75.0,66063.52033353772,6606.352033353772,4624.44642334764
Taiwan (Province of China),2059,Female,75.0,80.0,128990.40510507092,12899.040510507093,9029.328357354965
Taiwan (Province of China),2059,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2059,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2059,Male,70.0,75.0,60953.81220419564,6095.381220419564,4266.766854293694
Taiwan (Province of China),2059,Male,75.0,80.0,115983.79772404727,11598.379772404727,8118.865840683309
Taiwan (Province of China),2060,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2060,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2060,Female,70.0,75.0,64082.79180318964,6408.279180318965,4485.795426223275
Taiwan (Province of China),2060,Female,75.0,80.0,134575.3745217266,13457.53745217266,9420.276216520862
Taiwan (Province of China),2060,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2060,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2060,Male,70.0,75.0,59900.31320058338,5990.031320058339,4193.021924040837
Taiwan (Province of China),2060,Male,75.0,80.0,121406.41960653814,12140.641960653815,8498.449372457668
Taiwan (Province of China),2061,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2061,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2061,Female,70.0,75.0,62215.20097275666,6221.520097275667,4355.064068092966
Taiwan (Province of China),2061,Female,75.0,80.0,117688.05853420994,11768.805853420994,8238.164097394694
Taiwan (Province of China),2061,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2061,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2061,Male,70.0,75.0,58986.347762145786,5898.634776214579,4129.044343350205
Taiwan (Province of China),2061,Male,75.0,80.0,106743.35736358097,10674.335736358098,7472.035015450669
Taiwan (Province of China),2062,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2062,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2062,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2062,Female,75.0,80.0,118199.14024293116,11819.914024293117,8273.939817005183
Taiwan (Province of China),2062,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2062,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2062,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2062,Male,75.0,80.0,107889.72946870903,10788.972946870905,7552.281062809632
Taiwan (Province of China),2063,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2063,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2063,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2063,Female,75.0,80.0,118273.34095248813,11827.334095248812,8279.133866674169
Taiwan (Province of China),2063,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2063,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2063,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2063,Male,75.0,80.0,108870.62608863905,10887.062608863904,7620.943826204733
Taiwan (Province of China),2064,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2064,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2064,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2064,Female,75.0,80.0,111030.18472500937,11103.018472500939,7772.112930750656
Taiwan (Province of China),2064,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2064,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2064,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2064,Male,75.0,80.0,103361.69660971465,10336.169660971467,7235.318762680026
Taiwan (Province of China),2065,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2065,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2065,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2065,Female,75.0,80.0,108115.08609519442,10811.508609519442,7568.056026663609
Taiwan (Province of China),2065,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2065,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2065,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2065,Male,75.0,80.0,101835.02805195456,10183.502805195458,7128.451963636819
Taiwan (Province of China),2066,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2066,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2066,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2066,Female,75.0,80.0,106510.69598561249,10651.06959856125,7455.748718992874
Taiwan (Province of China),2066,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2066,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2066,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2066,Male,75.0,80.0,100981.69385902863,10098.169385902864,7068.718570132004
Taiwan (Province of China),2067,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2067,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2067,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2067,Female,75.0,80.0,104997.94741296177,10499.794741296178,7349.856318907325
Taiwan (Province of China),2067,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2067,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2067,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2067,Male,75.0,80.0,100241.38185389419,10024.138185389418,7016.896729772592
Taiwan (Province of China),2068,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2068,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2068,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2068,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2068,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2068,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2068,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2068,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2069,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2069,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2069,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2069,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2069,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2069,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2069,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2069,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2070,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2070,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2070,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2070,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2070,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2070,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2070,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2070,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2071,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2071,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2071,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2071,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2071,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2071,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2071,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2071,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2072,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2072,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2072,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2072,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2072,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2072,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2072,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2072,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2073,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2073,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2073,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2073,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2073,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2073,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2073,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2073,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2074,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2074,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2074,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2074,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2074,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2074,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2074,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2074,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2075,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2075,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2075,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2075,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2075,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2075,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2075,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2075,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2076,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2076,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2076,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2076,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2076,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2076,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2076,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2076,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2077,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2077,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2077,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2077,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2077,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2077,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2077,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2077,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2078,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2078,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2078,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2078,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2078,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2078,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2078,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2078,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2079,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2079,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2079,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2079,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2079,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2079,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2079,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2079,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2080,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2080,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2080,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2080,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2080,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2080,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2080,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2080,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2081,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2081,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2081,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2081,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2081,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2081,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2081,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2081,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2082,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2082,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2082,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2082,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2082,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2082,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2082,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2082,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2083,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2083,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2083,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2083,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2083,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2083,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2083,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2083,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2084,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2084,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2084,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2084,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2084,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2084,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2084,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2084,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2085,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2085,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2085,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2085,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2085,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2085,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2085,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2085,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2086,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2086,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2086,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2086,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2086,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2086,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2086,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2086,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2087,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2087,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2087,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2087,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2087,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2087,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2087,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2087,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2088,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2088,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2088,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2088,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2088,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2088,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2088,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2088,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2089,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2089,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2089,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2089,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2089,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
Taiwan (Province of China),2089,Male,65.0,70.0,136733.38315014623,13673.338315014622,9571.336820510234
Taiwan (Province of China),2089,Male,70.0,75.0,58291.60018506233,5829.160018506233,4080.412012954363
Taiwan (Province of China),2089,Male,75.0,80.0,99678.63631645657,9967.863631645658,6977.504542151961
Taiwan (Province of China),2090,Female,60.0,65.0,175696.29593651858,17569.629593651858,12298.740715556301
Taiwan (Province of China),2090,Female,65.0,70.0,142313.99970858006,14231.399970858005,9961.979979600605
Taiwan (Province of China),2090,Female,70.0,75.0,60670.705138920974,6067.070513892098,4246.949359724468
Taiwan (Province of China),2090,Female,75.0,80.0,103746.90578755486,10374.690578755486,7262.283405128841
Taiwan (Province of China),2090,Male,60.0,65.0,168806.64586437805,16880.664586437808,11816.465210506463
